id,latitude,longitude,start_time,end_time
1,500241,4792956,21600.0,54000.0
2,500731,4793130,21600.0,54000.0
3,500277,4793327,21600.0,54000.0
4,499817,4793518,21600.0,54000.0
5,500136,4793842,21600.0,54000.0
6,499115,4795417,21600.0,54000.0
7,498881,4795695,21600.0,54000.0
8,498673,4795376,21600.0,54000.0
9,498739,4795896,21600.0,54000.0
10,498526,4795774,21600.0,54000.0
11,497553,4794221,21600.0,54000.0
12,497425,4794772,21600.0,54000.0
13,497331,4794585,21600.0,54000.0
14,497038,4794342,21600.0,54000.0
15,497059,4794946,21600.0,54000.0
16,496661,4791462,21600.0,54000.0
17,496209,4793224,21600.0,54000.0
18,496473,4792856,21600.0,54000.0
19,496257,4792579,21600.0,54000.0
20,494399,4793788,21600.0,54000.0
21,501836,4796229,21600.0,54000.0
22,501098,4796398,21600.0,54000.0
23,500723,4795954,21600.0,54000.0
24,501359,4797029,21600.0,54000.0
25,500928,4796790,21600.0,54000.0
26,501721,4791088,21600.0,54000.0
27,502201,4791449,21600.0,54000.0
28,502459,4790936,21600.0,54000.0
29,502667,4792691,21600.0,54000.0
30,502946,4792171,21600.0,54000.0
31,500889,4788353,21600.0,54000.0
32,501014,4787874,21600.0,54000.0
33,500523,4787850,21600.0,54000.0
34,500293,4787645,21600.0,54000.0
35,500345,4787131,21600.0,54000.0
36,506360,4790438,21600.0,54000.0
37,506490,4789488,21600.0,54000.0
38,506515,4788877,21600.0,54000.0
39,505611,4790028,21600.0,54000.0
40,505654,4788900,21600.0,54000.0
41,504476,4795786,21600.0,54000.0
42,504483,4795356,21600.0,54000.0
43,504358,4795037,21600.0,54000.0
44,503906,4794468,21600.0,54000.0
45,504058,4795238,21600.0,54000.0
46,499663,4790455,21600.0,54000.0
47,499588,4790334,21600.0,54000.0
48,499229,4790323,21600.0,54000.0
49,498971,4790157,21600.0,54000.0
50,498973,4790007,21600.0,54000.0
