from_node_id,to_node_id,from_node_type,to_node_type,distance,time
0,0,DEPOT,DEPOT,0.0,0.0
0,1,DEPOT,CUSTOMER,1154.21,1154.21
0,2,DEPOT,CUSTOMER,1661.47,1661.47
0,3,DEPOT,CUSTOMER,1271.93,1271.93
0,4,DEPOT,CUSTOMER,973.88,973.88
0,5,DEPOT,CUSTOMER,1427.9,1427.9
0,6,DEPOT,CUSTOMER,2547.12,2547.12
0,7,DEPOT,CUSTOMER,2832.72,2832.72
0,8,DEPOT,CUSTOMER,2540.46,2540.46
0,9,DEPOT,CUSTOMER,3046.29,3046.29
0,10,DEPOT,CUSTOMER,2958.26,2958.26
0,11,DEPOT,CUSTOMER,2046.36,2046.36
0,12,DEPOT,CUSTOMER,2527.81,2527.81
0,13,DEPOT,CUSTOMER,2456.69,2456.69
0,14,DEPOT,CUSTOMER,2525.37,2525.37
0,15,DEPOT,CUSTOMER,2904.26,2904.26
0,16,DEPOT,CUSTOMER,2807.58,2807.58
0,17,DEPOT,CUSTOMER,2902.67,2902.67
0,18,DEPOT,CUSTOMER,2617.04,2617.04
0,19,DEPOT,CUSTOMER,2847.91,2847.91
0,20,DEPOT,CUSTOMER,4779.98,4779.98
0,21,DEPOT,CUSTOMER,4338.59,4338.59
0,22,DEPOT,CUSTOMER,4059.41,4059.41
0,23,DEPOT,CUSTOMER,3489.66,3489.66
0,24,DEPOT,CUSTOMER,4737.68,4737.68
0,25,DEPOT,CUSTOMER,4329.51,4329.51
0,26,DEPOT,CUSTOMER,3177.69,3177.69
0,27,DEPOT,CUSTOMER,3420.17,3420.17
0,28,DEPOT,CUSTOMER,3884.65,3884.65
0,29,DEPOT,CUSTOMER,3581.48,3581.48
0,30,DEPOT,CUSTOMER,3918.84,3918.84
0,31,DEPOT,CUSTOMER,4862.07,4862.07
0,32,DEPOT,CUSTOMER,5353.67,5353.67
0,33,DEPOT,CUSTOMER,5220.53,5220.53
0,34,DEPOT,CUSTOMER,5361.7,5361.7
0,35,DEPOT,CUSTOMER,5874.62,5874.62
0,36,DEPOT,CUSTOMER,7666.0,7666.0
0,37,DEPOT,CUSTOMER,8136.21,8136.21
0,38,DEPOT,CUSTOMER,8430.58,8430.58
0,39,DEPOT,CUSTOMER,7113.4,7113.4
0,40,DEPOT,CUSTOMER,7671.18,7671.18
0,41,DEPOT,CUSTOMER,6124.71,6124.71
0,42,DEPOT,CUSTOMER,5938.4,5938.4
0,43,DEPOT,CUSTOMER,5696.29,5696.29
0,44,DEPOT,CUSTOMER,5074.2,5074.2
0,45,DEPOT,CUSTOMER,5503.49,5503.49
0,46,DEPOT,CUSTOMER,2482.05,2482.05
0,47,DEPOT,CUSTOMER,2584.43,2584.43
0,48,DEPOT,CUSTOMER,2550.79,2550.79
0,49,DEPOT,CUSTOMER,2715.61,2715.61
0,50,DEPOT,CUSTOMER,2865.39,2865.39
1,0,CUSTOMER,DEPOT,1154.21,1154.21
1,1,CUSTOMER,CUSTOMER,0.0,0.0
1,2,CUSTOMER,CUSTOMER,519.98,519.98
1,3,CUSTOMER,CUSTOMER,1000000000.0,1000000000.0
1,4,CUSTOMER,CUSTOMER,704.0,704.0
1,5,CUSTOMER,CUSTOMER,1000000000.0,1000000000.0
1,6,CUSTOMER,CUSTOMER,2706.36,2706.36
1,7,CUSTOMER,CUSTOMER,3058.06,3058.06
1,8,CUSTOMER,CUSTOMER,2883.58,2883.58
1,9,CUSTOMER,CUSTOMER,3301.45,3301.45
1,10,CUSTOMER,CUSTOMER,3298.84,3298.84
1,11,CUSTOMER,CUSTOMER,2970.79,2970.79
1,12,CUSTOMER,CUSTOMER,3350.78,3350.78
1,13,CUSTOMER,CUSTOMER,3334.93,3334.93
1,14,CUSTOMER,CUSTOMER,3490.02,3490.02
1,15,CUSTOMER,CUSTOMER,3753.03,3753.03
1,16,CUSTOMER,CUSTOMER,3879.23,3879.23
1,17,CUSTOMER,CUSTOMER,4040.9,4040.9
1,18,CUSTOMER,CUSTOMER,3769.33,3769.33
1,19,CUSTOMER,CUSTOMER,4001.8,4001.8
1,20,CUSTOMER,CUSTOMER,5900.95,5900.95
1,21,CUSTOMER,CUSTOMER,3640.96,3640.96
1,22,CUSTOMER,CUSTOMER,3547.09,3547.09
1,23,CUSTOMER,CUSTOMER,3036.5,3036.5
1,24,CUSTOMER,CUSTOMER,4223.65,4223.65
1,25,CUSTOMER,CUSTOMER,3895.06,3895.06
1,26,CUSTOMER,CUSTOMER,2383.24,2383.24
1,27,CUSTOMER,CUSTOMER,2472.38,2472.38
1,28,CUSTOMER,CUSTOMER,2999.99,2999.99
1,29,CUSTOMER,CUSTOMER,2440.43,2440.43
1,30,CUSTOMER,CUSTOMER,2816.6,2816.6
1,31,CUSTOMER,CUSTOMER,4648.39,4648.39
1,32,CUSTOMER,CUSTOMER,5140.45,5140.45
1,33,CUSTOMER,CUSTOMER,5113.78,5113.78
1,34,CUSTOMER,CUSTOMER,5311.25,5311.25
1,35,CUSTOMER,CUSTOMER,5825.93,5825.93
1,36,CUSTOMER,CUSTOMER,6616.83,6616.83
1,37,CUSTOMER,CUSTOMER,7146.82,7146.82
1,38,CUSTOMER,CUSTOMER,7483.4,7483.4
1,39,CUSTOMER,CUSTOMER,6116.38,6116.38
1,40,CUSTOMER,CUSTOMER,6764.0,6764.0
