id,customer_id,time_service,time_loading,weight,capacity
1,1,300,300,122.0,0.68
2,2,300,300,122.0,0.68
3,3,300,300,122.0,0.68
4,4,300,300,122.0,0.68
5,5,300,300,122.0,0.68
6,6,300,300,122.0,0.68
8,7,300,300,122.0,0.68
7,8,300,300,122.0,0.68
9,9,300,300,122.0,0.68
10,10,300,300,122.0,0.68
11,11,300,300,122.0,0.68
12,12,300,300,122.0,0.68
13,13,300,300,122.0,0.68
14,14,300,300,122.0,0.68
15,15,300,300,122.0,0.68
16,16,300,300,122.0,0.68
233,31,300,300,124.1,0.45
234,32,300,300,124.1,0.45
235,33,300,300,124.1,0.45
236,34,300,300,124.1,0.45
237,35,300,300,124.1,0.45
238,36,300,300,124.1,0.45
239,37,300,300,124.1,0.45
240,38,300,300,124.1,0.45
241,39,300,300,52.1,0.68
242,40,300,300,52.1,0.68
41,41,300,300,106.0,0.68
42,42,300,300,106.0,0.68
43,43,300,300,106.0,0.68
44,44,300,300,106.0,0.68
45,45,300,300,106.0,0.68
46,46,300,300,106.0,0.68
47,47,300,300,106.0,0.68
48,48,300,300,106.0,0.68
49,49,300,300,106.0,0.68
50,50,300,300,106.0,0.68
51,51,300,300,106.0,0.68
52,52,300,300,106.0,0.68
53,53,300,300,106.0,0.68
54,54,300,300,106.0,0.68
55,55,300,300,106.0,0.68
56,56,300,300,106.0,0.68
57,57,300,300,106.0,0.68
58,58,300,300,106.0,0.68
59,59,300,300,106.0,0.68
60,60,300,300,106.0,0.68
61,62,300,300,106.0,0.68
62,63,300,300,106.0,0.68
63,64,300,300,106.0,0.68
64,65,300,300,106.0,0.68
65,66,300,300,106.0,0.68
66,67,300,300,106.0,0.68
67,68,300,300,106.0,0.68
68,69,300,300,106.0,0.68
69,70,300,300,106.0,0.68
70,71,300,300,106.0,0.68
71,72,300,300,106.0,0.68
72,73,300,300,106.0,0.68
73,74,300,300,106.0,0.68
74,75,300,300,106.0,0.68
75,76,300,300,106.0,0.68
76,77,300,300,106.0,0.68
77,78,300,300,106.0,0.68
78,79,300,300,106.0,0.68
79,80,300,300,106.0,0.68
80,81,300,300,106.0,0.45
81,82,300,300,106.0,0.45
82,83,300,300,106.0,0.45
83,84,300,300,106.0,0.45
84,85,300,300,106.0,0.45
85,86,300,300,106.0,0.45
288,93,300,300,52.1,0.68
86,94,300,300,106.0,0.45
87,95,300,300,106.0,0.45
291,96,300,300,52.1,0.68
88,98,300,300,106.0,0.45
89,101,300,300,106.0,0.45
90,102,300,300,106.0,0.45
91,103,300,300,106.0,0.45
92,109,300,300,106.0,0.45
93,110,300,300,106.0,0.45
94,111,300,300,106.0,0.45
95,117,300,300,106.0,0.45
96,119,300,300,106.0,0.45
97,120,300,300,106.0,0.45
98,121,300,300,106.0,0.45
99,122,300,300,106.0,0.45
100,123,300,300,106.0,0.45
101,124,300,300,106.0,0.45
102,125,300,300,106.0,0.45
103,126,300,300,106.0,0.45
104,127,300,300,106.0,0.45
105,128,300,300,106.0,0.45
106,129,300,300,106.0,0.45
107,130,300,300,106.0,0.45
108,131,300,300,106.0,0.45
109,132,300,300,106.0,0.45
110,133,300,300,106.0,0.45
111,134,300,300,106.0,0.45
112,135,300,300,106.0,0.45
113,136,300,300,106.0,0.45
114,137,300,300,106.0,0.45
313,262,300,300,52.1,0.68
440,361,300,300,35.9,0.4
441,362,300,300,35.9,0.4
442,363,300,300,35.9,0.4
443,364,300,300,35.9,0.4
445,366,300,300,35.9,0.4
216,6,300,300,124.1,0.45
221,11,300,300,124.1,0.45
255,53,300,300,52.1,0.68
290,95,300,300,52.1,0.68
259,57,300,300,52.1,0.68
212,2,300,300,130.6,0.45
268,67,300,300,52.1,0.68
260,58,300,300,52.1,0.68
264,63,300,300,52.1,0.68
275,74,300,300,52.1,0.68
223,13,300,300,124.1,0.45
243,41,300,300,52.1,0.68
285,84,300,300,52.1,0.68
220,10,300,300,124.1,0.45
262,60,300,300,52.1,0.68
252,50,300,300,52.1,0.68
280,79,300,300,52.1,0.68
213,3,300,300,124.1,0.45
224,14,300,300,124.1,0.45
211,1,300,300,117.6,0.6
277,76,300,300,52.1,0.68
314,262,300,300,52.1,0.68
276,75,300,300,52.1,0.68
271,70,300,300,52.1,0.68
265,64,300,300,52.1,0.68
246,44,300,300,52.1,0.68
245,43,300,300,52.1,0.68
214,4,300,300,124.1,0.45
273,72,300,300,52.1,0.68
217,7,300,300,124.1,0.45
244,42,300,300,52.1,0.68
267,66,300,300,52.1,0.68
249,47,300,300,52.1,0.68
261,59,300,300,52.1,0.68
257,55,300,300,52.1,0.68
289,94,300,300,52.1,0.68
248,46,300,300,52.1,0.68
219,9,300,300,124.1,0.45
270,69,300,300,52.1,0.68
286,85,300,300,52.1,0.68
256,54,300,300,52.1,0.68
225,15,300,300,124.1,0.45
287,86,300,300,52.1,0.68
253,51,300,300,52.1,0.68
266,65,300,300,52.1,0.68
