from_node_id,to_node_id,from_node_type,to_node_type,distance,time
0,0,DEPOT,DEPOT,0.0,0.0
0,1,DEPOT,CUSTOMER,1154.21,1154.21
0,2,DEPOT,CUSTOMER,1661.47,1661.47
0,3,DEPOT,CUSTOMER,1271.93,1271.93
0,4,DEPOT,CUSTOMER,973.88,973.88
0,5,DEPOT,CUSTOMER,1427.9,1427.9
0,6,DEPOT,CUSTOMER,1569.95,1569.95
0,7,DEPOT,CUSTOMER,2007.21,2007.21
0,8,DEPOT,CUSTOMER,2120.34,2120.34
0,9,DEPOT,CUSTOMER,2320.78,2320.78
0,10,DEPOT,CUSTOMER,1881.98,1881.98
0,11,DEPOT,CUSTOMER,2046.36,2046.36
0,12,DEPOT,CUSTOMER,2527.81,2527.81
0,13,DEPOT,CUSTOMER,2456.69,2456.69
0,14,DEPOT,CUSTOMER,2525.37,2525.37
0,15,DEPOT,CUSTOMER,2904.26,2904.26
0,16,DEPOT,CUSTOMER,2881.23,2881.23
0,17,DEPOT,CUSTOMER,3185.71,3185.71
0,18,DEPOT,CUSTOMER,3211.23,3211.23
0,19,DEPOT,CUSTOMER,3485.64,3485.64
0,20,DEPOT,CUSTOMER,3637.4,3637.4
0,21,DEPOT,CUSTOMER,4338.59,4338.59
0,22,DEPOT,CUSTOMER,4059.41,4059.41
0,23,DEPOT,CUSTOMER,3489.66,3489.66
0,24,DEPOT,CUSTOMER,4737.68,4737.68
0,25,DEPOT,CUSTOMER,4329.51,4329.51
0,26,DEPOT,CUSTOMER,5450.05,5450.05
0,27,DEPOT,CUSTOMER,4468.52,4468.52
0,28,DEPOT,CUSTOMER,4067.33,4067.33
0,29,DEPOT,CUSTOMER,5177.42,5177.42
0,30,DEPOT,CUSTOMER,4606.42,4606.42
0,31,DEPOT,CUSTOMER,4862.07,4862.07
0,32,DEPOT,CUSTOMER,5353.67,5353.67
0,33,DEPOT,CUSTOMER,5220.53,5220.53
0,34,DEPOT,CUSTOMER,5361.7,5361.7
0,35,DEPOT,CUSTOMER,5874.62,5874.62
0,36,DEPOT,CUSTOMER,5843.34,5843.34
0,37,DEPOT,CUSTOMER,6104.0,6104.0
0,38,DEPOT,CUSTOMER,6216.5,6216.5
0,39,DEPOT,CUSTOMER,5566.01,5566.01
0,40,DEPOT,CUSTOMER,5826.57,5826.57
0,41,DEPOT,CUSTOMER,6124.71,6124.71
0,42,DEPOT,CUSTOMER,5938.4,5938.4
0,43,DEPOT,CUSTOMER,5696.29,5696.29
0,44,DEPOT,CUSTOMER,5074.2,5074.2
0,45,DEPOT,CUSTOMER,5503.49,5503.49
0,46,DEPOT,CUSTOMER,4988.35,4988.35
0,47,DEPOT,CUSTOMER,5562.62,5562.62
0,48,DEPOT,CUSTOMER,5291.97,5291.97
0,49,DEPOT,CUSTOMER,4947.83,4947.83
0,50,DEPOT,CUSTOMER,4667.39,4667.39
1,0,CUSTOMER,DEPOT,1154.21,1154.21
1,1,CUSTOMER,CUSTOMER,0.0,0.0
1,2,CUSTOMER,CUSTOMER,519.98,519.98
1,3,CUSTOMER,CUSTOMER,372.74,372.74
1,4,CUSTOMER,CUSTOMER,704.0,704.0
1,5,CUSTOMER,CUSTOMER,892.2,892.2
1,6,CUSTOMER,CUSTOMER,1000000000.0,1000000000.0
1,7,CUSTOMER,CUSTOMER,1122.54,1122.54
1,8,CUSTOMER,CUSTOMER,1094.44,1094.44
1,9,CUSTOMER,CUSTOMER,1460.02,1460.02
1,10,CUSTOMER,CUSTOMER,1000000000.0,1000000000.0
1,11,CUSTOMER,CUSTOMER,2970.79,2970.79
1,12,CUSTOMER,CUSTOMER,3350.78,3350.78
1,13,CUSTOMER,CUSTOMER,3334.93,3334.93
1,14,CUSTOMER,CUSTOMER,3490.02,3490.02
1,15,CUSTOMER,CUSTOMER,3753.03,3753.03
1,16,CUSTOMER,CUSTOMER,3794.48,3794.48
1,17,CUSTOMER,CUSTOMER,4056.29,4056.29
1,18,CUSTOMER,CUSTOMER,4163.62,4163.62
1,19,CUSTOMER,CUSTOMER,4305.51,4305.51
1,20,CUSTOMER,CUSTOMER,4590.67,4590.67
1,21,CUSTOMER,CUSTOMER,3640.96,3640.96
1,22,CUSTOMER,CUSTOMER,3547.09,3547.09
1,23,CUSTOMER,CUSTOMER,3036.5,3036.5
1,24,CUSTOMER,CUSTOMER,4223.65,4223.65
1,25,CUSTOMER,CUSTOMER,3895.06,3895.06
1,26,CUSTOMER,CUSTOMER,5039.25,5039.25
1,27,CUSTOMER,CUSTOMER,4150.15,4150.15
1,28,CUSTOMER,CUSTOMER,3865.87,3865.87
1,29,CUSTOMER,CUSTOMER,4940.86,4940.86
1,30,CUSTOMER,CUSTOMER,4432.87,4432.87
1,31,CUSTOMER,CUSTOMER,4648.39,4648.39
1,32,CUSTOMER,CUSTOMER,5140.45,5140.45
1,33,CUSTOMER,CUSTOMER,5113.78,5113.78
1,34,CUSTOMER,CUSTOMER,5311.25,5311.25
1,35,CUSTOMER,CUSTOMER,5825.93,5825.93
1,36,CUSTOMER,CUSTOMER,6028.0,6028.0
1,37,CUSTOMER,CUSTOMER,6297.2,6297.2
1,38,CUSTOMER,CUSTOMER,6347.97,6347.97
1,39,CUSTOMER,CUSTOMER,5993.08,5993.08
1,40,CUSTOMER,CUSTOMER,6196.4,6196.4
