id,latitude,longitude,start_time,end_time
263,0,0,27000,79200
5,0,0,28800,75600
154,0,0,28800,79200
69,0,0,27000,73800
15,0,0,28800,75600
42,0,0,27900,74700
222,0,0,27000,79200
327,0,0,25200,75600
342,0,0,25200,75600
173,0,0,28800,79200
368,0,0,28800,79200
43,0,0,27900,74700
135,0,0,28800,79200
292,0,0,27000,79200
37,0,0,27000,73800
153,0,0,28800,79200
373,0,0,28800,79200
140,0,0,28800,79200
46,0,0,27900,74700
201,0,0,27000,79200
17,0,0,28800,75600
29,0,0,28800,75600
158,0,0,28800,79200
325,0,0,25200,75600
362,0,0,28800,79200
350,0,0,25200,75600
337,0,0,25200,75600
290,0,0,27000,79200
41,0,0,27000,73800
164,0,0,28800,79200
49,0,0,27900,74700
330,0,0,25200,75600
202,0,0,27000,79200
192,0,0,28800,79200
223,0,0,27000,79200
226,0,0,27000,79200
314,0,0,25200,75600
187,0,0,28800,79200
54,0,0,27900,74700
256,0,0,27000,79200
147,0,0,28800,79200
278,0,0,27000,79200
277,0,0,27000,79200
110,0,0,27000,73800
318,0,0,25200,75600
177,0,0,28800,79200
109,0,0,27000,73800
75,0,0,27000,73800
33,0,0,27000,73800
71,0,0,27000,73800
344,0,0,25200,75600
12,0,0,28800,75600
242,0,0,27000,79200
345,0,0,25200,75600
275,0,0,27000,79200
293,0,0,27000,79200
38,0,0,27000,73800
247,0,0,27000,79200
183,0,0,28800,79200
331,0,0,25200,75600
121,0,0,27000,73800
7,0,0,28800,75600
217,0,0,27000,79200
156,0,0,28800,79200
335,0,0,25200,75600
265,0,0,27000,79200
27,0,0,28800,75600
209,0,0,27000,79200
220,0,0,27000,79200
255,0,0,27000,79200
238,0,0,27000,79200
312,0,0,25200,75600
143,0,0,28800,79200
171,0,0,28800,79200
102,0,0,27000,73800
266,0,0,27000,79200
73,0,0,27000,73800
44,0,0,27900,74700
341,0,0,25200,75600
93,0,0,27000,73800
366,0,0,28800,79200
144,0,0,28800,79200
74,0,0,27000,73800
357,0,0,28800,79200
32,0,0,27000,73800
205,0,0,27000,79200
340,0,0,25200,75600
94,0,0,27000,73800
310,0,0,25200,75600
214,0,0,27000,79200
19,0,0,28800,75600
371,0,0,28800,79200
64,0,0,27000,73800
326,0,0,25200,75600
98,0,0,27000,73800
338,0,0,25200,75600
197,0,0,28800,79200
76,0,0,27000,73800
303,0,0,25200,75600
246,0,0,27000,79200
313,0,0,25200,75600
166,0,0,28800,79200
40,0,0,27000,73800
182,0,0,28800,79200
358,0,0,28800,79200
124,0,0,28800,79200
67,0,0,27000,73800
130,0,0,28800,79200
300,0,0,25200,75600
53,0,0,27900,74700
270,0,0,27000,79200
346,0,0,25200,75600
336,0,0,25200,75600
206,0,0,27000,79200
138,0,0,28800,79200
245,0,0,27000,79200
168,0,0,28800,79200
374,0,0,28800,79200
232,0,0,27000,79200
1,0,0,28800,75600
280,0,0,27000,79200
294,0,0,27000,79200
66,0,0,27000,73800
161,0,0,28800,79200
225,0,0,27000,79200
311,0,0,25200,75600
163,0,0,28800,79200
176,0,0,28800,79200
264,0,0,27000,79200
101,0,0,27000,73800
157,0,0,28800,79200
80,0,0,27000,73800
307,0,0,25200,75600
189,0,0,28800,79200
57,0,0,27900,74700
365,0,0,28800,79200
334,0,0,25200,75600
142,0,0,28800,79200
186,0,0,28800,79200
48,0,0,27900,74700
169,0,0,28800,79200
215,0,0,27000,79200
355,0,0,25200,75600
165,0,0,28800,79200
122,0,0,27000,73800
68,0,0,27000,73800
348,0,0,25200,75600
227,0,0,27000,79200
302,0,0,25200,75600
297,0,0,25200,75600
309,0,0,25200,75600
95,0,0,27000,73800
239,0,0,27000,79200
4,0,0,28800,75600
322,0,0,25200,75600
59,0,0,27900,74700
62,0,0,27000,73800
167,0,0,28800,79200
281,0,0,27000,79200
228,0,0,27000,79200
123,0,0,27000,73800
190,0,0,28800,79200
361,0,0,28800,79200
188,0,0,28800,79200
208,0,0,27000,79200
149,0,0,28800,79200
380,0,0,28800,79200
58,0,0,27900,74700
333,0,0,25200,75600
317,0,0,25200,75600
128,0,0,28800,79200
259,0,0,27000,79200
283,0,0,27000,79200
18,0,0,28800,75600
86,0,0,27000,73800
185,0,0,28800,79200
369,0,0,28800,79200
184,0,0,28800,79200
207,0,0,27000,79200
103,0,0,27000,73800
339,0,0,25200,75600
160,0,0,28800,79200
9,0,0,28800,75600
243,0,0,27000,79200
200,0,0,28800,79200
45,0,0,27900,74700
199,0,0,28800,79200
260,0,0,27000,79200
230,0,0,27000,79200
52,0,0,27900,74700
267,0,0,27000,79200
276,0,0,27000,79200
319,0,0,25200,75600
133,0,0,28800,79200
79,0,0,27000,73800
248,0,0,27000,79200
129,0,0,28800,79200
16,0,0,28800,75600
244,0,0,27000,79200
78,0,0,27000,73800
