from_node_id,to_node_id,from_node_type,to_node_type,distance,time
1,1,DEPOT,DEPOT,0,0
2,1,DEPOT,DEPOT,7498,1183
2,2,DEPOT,DEPOT,0,0
1,2,DEPOT,DEPOT,6426,938
3,1,DEPOT,DEPOT,15799,1760
3,2,DEPOT,DEPOT,11289,1097
3,3,DEPOT,DEPOT,0,0
1,3,DEPOT,DEPOT,16235,1693
2,3,DEPOT,DEPOT,11352,1167
4,1,DEPOT,DEPOT,19145,2541
4,2,DEPOT,DEPOT,13624,1977
4,3,DEPOT,DEPOT,8328,1146
4,4,DEPOT,DEPOT,0,0
1,4,DEPOT,DEPOT,19322,2508
2,4,DEPOT,DEPOT,21262,1983
3,4,DEPOT,DEPOT,9126,1236
5,1,DEPOT,DEPOT,11094,1485
5,2,DEPOT,DEPOT,6045,757
5,3,DEPOT,DEPOT,16025,1414
5,4,DEPOT,DEPOT,25935,2230
5,5,DEPOT,DEPOT,0,0
1,5,DEPOT,DEPOT,8850,1315
2,5,DEPOT,DEPOT,6255,767
3,5,DEPOT,DEPOT,16421,1436
4,5,DEPOT,DEPOT,26393,2308
1,1,CUSTOMER,CUSTOMER,0,0
1,1,CUSTOMER,DEPOT,12979,1574
1,2,CUSTOMER,DEPOT,4175,735
1,3,CUSTOMER,DEPOT,15158,1717
1,4,CUSTOMER,DEPOT,10945,1651
1,5,CUSTOMER,DEPOT,5749,1041
1,1,DEPOT,CUSTOMER,9393,1309
2,1,DEPOT,CUSTOMER,4265,768
3,1,DEPOT,CUSTOMER,14256,1468
4,1,DEPOT,CUSTOMER,12256,1790
5,1,DEPOT,CUSTOMER,5857,1026
4,1,CUSTOMER,CUSTOMER,1265,244
4,4,CUSTOMER,CUSTOMER,0,0
4,1,CUSTOMER,DEPOT,11505,1305
4,2,CUSTOMER,DEPOT,2702,466
4,3,CUSTOMER,DEPOT,13685,1447
4,4,CUSTOMER,DEPOT,13182,1813
4,5,CUSTOMER,DEPOT,8588,1047
1,4,CUSTOMER,CUSTOMER,1920,420
1,4,DEPOT,CUSTOMER,8645,1238
2,4,DEPOT,CUSTOMER,3516,696
3,4,DEPOT,CUSTOMER,13508,1397
4,4,DEPOT,CUSTOMER,12141,1882
5,4,DEPOT,CUSTOMER,5582,1161
5,1,CUSTOMER,CUSTOMER,2544,531
5,4,CUSTOMER,CUSTOMER,2406,568
5,5,CUSTOMER,CUSTOMER,0,0
5,1,CUSTOMER,DEPOT,13465,1723
5,2,CUSTOMER,DEPOT,4661,884
5,3,CUSTOMER,DEPOT,9040,1456
5,4,CUSTOMER,DEPOT,10458,1437
5,5,CUSTOMER,DEPOT,7167,1352
1,5,CUSTOMER,CUSTOMER,2668,555
4,5,CUSTOMER,CUSTOMER,3231,662
1,5,DEPOT,CUSTOMER,10512,1542
2,5,DEPOT,CUSTOMER,5384,1000
3,5,DEPOT,CUSTOMER,10295,1487
4,5,DEPOT,CUSTOMER,9806,1344
5,5,DEPOT,CUSTOMER,10292,1471
7,1,CUSTOMER,CUSTOMER,2894,459
7,4,CUSTOMER,CUSTOMER,4121,712
7,5,CUSTOMER,CUSTOMER,5561,1015
7,7,CUSTOMER,CUSTOMER,0,0
7,1,CUSTOMER,DEPOT,14849,1682
7,2,CUSTOMER,DEPOT,6046,843
7,3,CUSTOMER,DEPOT,19119,1818
7,4,CUSTOMER,DEPOT,12664,1919
7,5,CUSTOMER,DEPOT,4795,804
1,7,CUSTOMER,CUSTOMER,2900,608
4,7,CUSTOMER,CUSTOMER,4349,755
5,7,CUSTOMER,CUSTOMER,5654,1051
1,7,DEPOT,CUSTOMER,11329,1655
2,7,DEPOT,CUSTOMER,7846,985
3,7,DEPOT,CUSTOMER,18013,1654
4,7,DEPOT,CUSTOMER,13501,2033
5,7,DEPOT,CUSTOMER,4685,807
9,1,CUSTOMER,CUSTOMER,6630,1056
9,4,CUSTOMER,CUSTOMER,7870,1255
9,5,CUSTOMER,CUSTOMER,6562,1104
9,7,CUSTOMER,CUSTOMER,7327,982
9,9,CUSTOMER,CUSTOMER,0,0
9,1,CUSTOMER,DEPOT,20857,2391
9,2,CUSTOMER,DEPOT,12054,1552
9,3,CUSTOMER,DEPOT,12449,1889
9,4,CUSTOMER,DEPOT,9630,1339
9,5,CUSTOMER,DEPOT,13024,1410
1,9,CUSTOMER,CUSTOMER,7190,1155
4,9,CUSTOMER,CUSTOMER,7889,1220
5,9,CUSTOMER,CUSTOMER,6886,1158
7,9,CUSTOMER,CUSTOMER,7543,939
1,9,DEPOT,CUSTOMER,18150,2242
2,9,DEPOT,CUSTOMER,12349,1579
3,9,DEPOT,CUSTOMER,13503,2018
4,9,DEPOT,CUSTOMER,9698,1292
5,9,DEPOT,CUSTOMER,12458,1478
12,1,CUSTOMER,CUSTOMER,9159,1458
12,4,CUSTOMER,CUSTOMER,8410,1387
12,5,CUSTOMER,CUSTOMER,8440,1276
12,7,CUSTOMER,CUSTOMER,12924,1628
12,9,CUSTOMER,CUSTOMER,13898,2154
12,12,CUSTOMER,CUSTOMER,0,0
12,1,CUSTOMER,DEPOT,4490,669
12,2,CUSTOMER,DEPOT,6192,1087
12,3,CUSTOMER,DEPOT,12298,1321
12,4,CUSTOMER,DEPOT,15627,2002
12,5,CUSTOMER,DEPOT,11333,1410
1,12,CUSTOMER,CUSTOMER,9662,1430
4,12,CUSTOMER,CUSTOMER,8642,1274
5,12,CUSTOMER,CUSTOMER,8370,1240
7,12,CUSTOMER,CUSTOMER,11992,1593
9,12,CUSTOMER,CUSTOMER,13896,2122
1,12,DEPOT,CUSTOMER,4530,671
2,12,DEPOT,CUSTOMER,5895,1012
3,12,DEPOT,CUSTOMER,12193,1271
4,12,DEPOT,CUSTOMER,15539,2052
5,12,DEPOT,CUSTOMER,10573,1222
15,1,CUSTOMER,CUSTOMER,16886,2273
15,4,CUSTOMER,CUSTOMER,25147,2303
15,5,CUSTOMER,CUSTOMER,27014,2607
15,7,CUSTOMER,CUSTOMER,16112,2116
15,9,CUSTOMER,CUSTOMER,20080,2180
15,12,CUSTOMER,CUSTOMER,20508,2379
15,15,CUSTOMER,CUSTOMER,0,0
15,1,CUSTOMER,DEPOT,15333,2079
