id,latitude,longitude,start_time,end_time
1,0,0,25200,75600
2,0,0,25200,75600
3,0,0,25200,75600
4,0,0,25200,75600
5,0,0,25200,75600
6,0,0,25200,79200
7,0,0,25200,79200
8,0,0,25200,79200
9,0,0,25200,79200
10,0,0,25200,79200
11,0,0,25200,79200
12,0,0,25200,79200
13,0,0,25200,79200
14,0,0,25200,79200
15,0,0,25200,79200
16,0,0,25200,79200
17,0,0,25200,79200
18,0,0,25200,79200
19,0,0,25200,79200
20,0,0,25200,79200
21,0,0,25200,79200
22,0,0,25200,79200
23,0,0,25200,79200
24,0,0,25200,79200
25,0,0,25200,79200
26,0,0,25200,79200
27,0,0,25200,79200
28,0,0,25200,79200
29,0,0,25200,79200
30,0,0,25200,79200
31,0,0,25200,79200
32,0,0,25200,79200
33,0,0,25200,79200
34,0,0,25200,79200
35,0,0,25200,79200
36,0,0,25200,79200
37,0,0,25200,79200
38,0,0,25200,79200
39,0,0,25200,79200
40,0,0,25200,79200
41,0,0,25200,79200
42,0,0,25200,79200
43,0,0,25200,79200
44,0,0,25200,79200
45,0,0,25200,79200
46,0,0,25200,79200
47,0,0,25200,79200
48,0,0,25200,79200
49,0,0,25200,79200
50,0,0,25200,79200
