id,latitude,longitude,start_time,end_time
1,0,0,28800,75600
2,0,0,28800,75600
3,0,0,28800,75600
4,0,0,28800,75600
5,0,0,28800,75600
6,0,0,28800,75600
7,0,0,28800,75600
8,0,0,28800,75600
9,0,0,28800,75600
10,0,0,28800,75600
11,0,0,28800,75600
12,0,0,28800,75600
13,0,0,28800,75600
14,0,0,28800,75600
15,0,0,28800,75600
16,0,0,28800,75600
31,0,0,27000,73800
32,0,0,27000,73800
33,0,0,27000,73800
34,0,0,27000,73800
35,0,0,27000,73800
36,0,0,27000,73800
37,0,0,27000,73800
38,0,0,27000,73800
39,0,0,27000,73800
40,0,0,27000,73800
41,0,0,27000,73800
42,0,0,27900,74700
43,0,0,27900,74700
44,0,0,27900,74700
45,0,0,27900,74700
46,0,0,27900,74700
47,0,0,27900,74700
48,0,0,27900,74700
49,0,0,27900,74700
50,0,0,27900,74700
51,0,0,27900,74700
52,0,0,27900,74700
53,0,0,27900,74700
54,0,0,27900,74700
55,0,0,27900,74700
56,0,0,27900,74700
57,0,0,27900,74700
58,0,0,27900,74700
59,0,0,27900,74700
60,0,0,27900,74700
62,0,0,27000,73800
63,0,0,27000,73800
64,0,0,27000,73800
65,0,0,27000,73800
66,0,0,27000,73800
67,0,0,27000,73800
68,0,0,27000,73800
69,0,0,27000,73800
70,0,0,27000,73800
71,0,0,27000,73800
72,0,0,27000,73800
73,0,0,27000,73800
74,0,0,27000,73800
75,0,0,27000,73800
76,0,0,27000,73800
77,0,0,27000,73800
78,0,0,27000,73800
79,0,0,27000,73800
80,0,0,27000,73800
81,0,0,27000,73800
82,0,0,27000,73800
83,0,0,27000,73800
84,0,0,27000,73800
85,0,0,27000,73800
86,0,0,27000,73800
93,0,0,27000,73800
94,0,0,27000,73800
95,0,0,27000,73800
96,0,0,27000,73800
98,0,0,27000,73800
101,0,0,27000,73800
102,0,0,27000,73800
103,0,0,27000,73800
109,0,0,27000,73800
110,0,0,27000,73800
111,0,0,27000,73800
117,0,0,27000,73800
119,0,0,27000,73800
120,0,0,27000,73800
121,0,0,27000,73800
122,0,0,27000,73800
123,0,0,27000,73800
124,0,0,28800,79200
125,0,0,28800,79200
126,0,0,28800,79200
127,0,0,28800,79200
128,0,0,28800,79200
129,0,0,28800,79200
130,0,0,28800,79200
131,0,0,28800,79200
132,0,0,28800,79200
133,0,0,28800,79200
134,0,0,28800,79200
135,0,0,28800,79200
136,0,0,28800,79200
137,0,0,28800,79200
138,0,0,28800,79200
139,0,0,28800,79200
140,0,0,28800,79200
141,0,0,28800,79200
142,0,0,28800,79200
143,0,0,28800,79200
144,0,0,28800,79200
145,0,0,28800,79200
146,0,0,28800,79200
147,0,0,28800,79200
148,0,0,28800,79200
149,0,0,28800,79200
150,0,0,28800,79200
151,0,0,28800,79200
152,0,0,28800,79200
153,0,0,28800,79200
154,0,0,28800,79200
155,0,0,28800,79200
156,0,0,28800,79200
157,0,0,28800,79200
158,0,0,28800,79200
159,0,0,28800,79200
160,0,0,28800,79200
161,0,0,28800,79200
162,0,0,28800,79200
163,0,0,28800,79200
164,0,0,28800,79200
165,0,0,28800,79200
166,0,0,28800,79200
167,0,0,28800,79200
168,0,0,28800,79200
169,0,0,28800,79200
170,0,0,28800,79200
171,0,0,28800,79200
172,0,0,28800,79200
173,0,0,28800,79200
174,0,0,28800,79200
175,0,0,28800,79200
176,0,0,28800,79200
177,0,0,28800,79200
178,0,0,28800,79200
179,0,0,28800,79200
180,0,0,28800,79200
181,0,0,28800,79200
182,0,0,28800,79200
183,0,0,28800,79200
184,0,0,28800,79200
185,0,0,28800,79200
186,0,0,28800,79200
187,0,0,28800,79200
188,0,0,28800,79200
189,0,0,28800,79200
190,0,0,28800,79200
191,0,0,28800,79200
192,0,0,28800,79200
193,0,0,28800,79200
194,0,0,28800,79200
195,0,0,28800,79200
196,0,0,28800,79200
197,0,0,28800,79200
198,0,0,28800,79200
199,0,0,28800,79200
200,0,0,28800,79200
201,0,0,27000,79200
202,0,0,27000,79200
203,0,0,27000,79200
204,0,0,27000,79200
205,0,0,27000,79200
206,0,0,27000,79200
207,0,0,27000,79200
208,0,0,27000,79200
209,0,0,27000,79200
210,0,0,27000,79200
211,0,0,27000,79200
212,0,0,27000,79200
213,0,0,27000,79200
214,0,0,27000,79200
215,0,0,27000,79200
216,0,0,27000,79200
217,0,0,27000,79200
218,0,0,27000,79200
219,0,0,27000,79200
220,0,0,27000,79200
221,0,0,27000,79200
222,0,0,27000,79200
223,0,0,27000,79200
224,0,0,27000,79200
225,0,0,27000,79200
226,0,0,27000,79200
227,0,0,27000,79200
228,0,0,27000,79200
229,0,0,27000,79200
230,0,0,27000,79200
231,0,0,27000,79200
232,0,0,27000,79200
233,0,0,27000,79200
238,0,0,27000,79200
239,0,0,27000,79200
240,0,0,27000,79200
241,0,0,27000,79200
242,0,0,27000,79200
243,0,0,27000,79200
244,0,0,27000,79200
245,0,0,27000,79200
246,0,0,27000,79200
247,0,0,27000,79200
248,0,0,27000,79200
249,0,0,27000,79200
255,0,0,27000,79200
256,0,0,27000,79200
257,0,0,27000,79200
258,0,0,27000,79200
259,0,0,27000,79200
260,0,0,27000,79200
261,0,0,27000,79200
262,0,0,27000,79200
263,0,0,27000,79200
264,0,0,27000,79200
265,0,0,27000,79200
266,0,0,27000,79200
267,0,0,27000,79200
268,0,0,27000,79200
269,0,0,27000,79200
270,0,0,27000,79200
271,0,0,27000,79200
272,0,0,27000,79200
273,0,0,27000,79200
274,0,0,27000,79200
275,0,0,27000,79200
276,0,0,27000,79200
277,0,0,27000,79200
278,0,0,27000,79200
279,0,0,27000,79200
280,0,0,27000,79200
281,0,0,27000,79200
282,0,0,27000,79200
283,0,0,27000,79200
284,0,0,27000,79200
285,0,0,27000,79200
287,0,0,27000,79200
288,0,0,27000,79200
289,0,0,27000,79200
361,0,0,28800,79200
362,0,0,28800,79200
