from_node_id,to_node_id,from_node_type,to_node_type,distance,time
0,0,DEPOT,DEPOT,0.0,0.0
0,1,DEPOT,CUSTOMER,1569.95,1569.95
0,2,DEPOT,CUSTOMER,2007.21,2007.21
0,3,DEPOT,CUSTOMER,2120.34,2120.34
0,4,DEPOT,CUSTOMER,2320.78,2320.78
0,5,DEPOT,CUSTOMER,1881.98,1881.98
0,6,DEPOT,CUSTOMER,2790.34,2790.34
0,7,DEPOT,CUSTOMER,3342.65,3342.65
0,8,DEPOT,CUSTOMER,3107.59,3107.59
0,9,DEPOT,CUSTOMER,3548.01,3548.01
0,10,DEPOT,CUSTOMER,3244.28,3244.28
0,11,DEPOT,CUSTOMER,2881.23,2881.23
0,12,DEPOT,CUSTOMER,3185.71,3185.71
0,13,DEPOT,CUSTOMER,3211.23,3211.23
0,14,DEPOT,CUSTOMER,3485.64,3485.64
0,15,DEPOT,CUSTOMER,3637.4,3637.4
0,16,DEPOT,CUSTOMER,4300.78,4300.78
0,17,DEPOT,CUSTOMER,3784.96,3784.96
0,18,DEPOT,CUSTOMER,3483.48,3483.48
0,19,DEPOT,CUSTOMER,3652.1,3652.1
0,20,DEPOT,CUSTOMER,4204.19,4204.19
0,21,DEPOT,CUSTOMER,5450.05,5450.05
0,22,DEPOT,CUSTOMER,4468.52,4468.52
0,23,DEPOT,CUSTOMER,4067.33,4067.33
0,24,DEPOT,CUSTOMER,5177.42,5177.42
0,25,DEPOT,CUSTOMER,4606.42,4606.42
0,26,DEPOT,CUSTOMER,4312.69,4312.69
0,27,DEPOT,CUSTOMER,4352.59,4352.59
0,28,DEPOT,CUSTOMER,5275.03,5275.03
0,29,DEPOT,CUSTOMER,5043.91,5043.91
0,30,DEPOT,CUSTOMER,5283.47,5283.47
0,31,DEPOT,CUSTOMER,5843.34,5843.34
0,32,DEPOT,CUSTOMER,6104.0,6104.0
0,33,DEPOT,CUSTOMER,6216.5,6216.5
0,34,DEPOT,CUSTOMER,5566.01,5566.01
0,35,DEPOT,CUSTOMER,5826.57,5826.57
0,36,DEPOT,CUSTOMER,6529.48,6529.48
0,37,DEPOT,CUSTOMER,6726.7,6726.7
0,38,DEPOT,CUSTOMER,7006.8,7006.8
0,39,DEPOT,CUSTOMER,6202.3,6202.3
0,40,DEPOT,CUSTOMER,6276.66,6276.66
0,41,DEPOT,CUSTOMER,4988.35,4988.35
0,42,DEPOT,CUSTOMER,5562.62,5562.62
0,43,DEPOT,CUSTOMER,5291.97,5291.97
0,44,DEPOT,CUSTOMER,4947.83,4947.83
0,45,DEPOT,CUSTOMER,4667.39,4667.39
0,46,DEPOT,CUSTOMER,2635.57,2635.57
0,47,DEPOT,CUSTOMER,2900.1,2900.1
0,48,DEPOT,CUSTOMER,3074.15,3074.15
0,49,DEPOT,CUSTOMER,2845.0,2845.0
0,50,DEPOT,CUSTOMER,2890.15,2890.15
1,0,CUSTOMER,DEPOT,1569.95,1569.95
1,1,CUSTOMER,CUSTOMER,0.0,0.0
1,2,CUSTOMER,CUSTOMER,438.15,438.15
1,3,CUSTOMER,CUSTOMER,1000000000.0,1000000000.0
1,4,CUSTOMER,CUSTOMER,1000000000.0,1000000000.0
1,5,CUSTOMER,CUSTOMER,1000000000.0,1000000000.0
1,6,CUSTOMER,CUSTOMER,2882.98,2882.98
1,7,CUSTOMER,CUSTOMER,3087.6,3087.6
1,8,CUSTOMER,CUSTOMER,3027.13,3027.13
1,9,CUSTOMER,CUSTOMER,3408.36,3408.36
1,10,CUSTOMER,CUSTOMER,3256.03,3256.03
1,11,CUSTOMER,CUSTOMER,3664.52,3664.52
1,12,CUSTOMER,CUSTOMER,3875.28,3875.28
1,13,CUSTOMER,CUSTOMER,4058.96,4058.96
1,14,CUSTOMER,CUSTOMER,4070.5,4070.5
1,15,CUSTOMER,CUSTOMER,4473.56,4473.56
1,16,CUSTOMER,CUSTOMER,5582.83,5582.83
1,17,CUSTOMER,CUSTOMER,5118.56,5118.56
1,18,CUSTOMER,CUSTOMER,4920.85,4920.85
1,19,CUSTOMER,CUSTOMER,5122.09,5122.09
1,20,CUSTOMER,CUSTOMER,5593.74,5593.74
1,21,CUSTOMER,CUSTOMER,4254.7,4254.7
1,22,CUSTOMER,CUSTOMER,3374.78,3374.78
1,23,CUSTOMER,CUSTOMER,3113.62,3113.62
1,24,CUSTOMER,CUSTOMER,4173.67,4173.67
1,25,CUSTOMER,CUSTOMER,3681.25,3681.25
1,26,CUSTOMER,CUSTOMER,3533.14,3533.14
1,27,CUSTOMER,CUSTOMER,3421.09,3421.09
1,28,CUSTOMER,CUSTOMER,4595.39,4595.39
1,29,CUSTOMER,CUSTOMER,4117.32,4117.32
1,30,CUSTOMER,CUSTOMER,4430.23,4430.23
1,31,CUSTOMER,CUSTOMER,6812.59,6812.59
1,32,CUSTOMER,CUSTOMER,7081.87,7081.87
1,33,CUSTOMER,CUSTOMER,7130.48,7130.48
1,34,CUSTOMER,CUSTOMER,6766.66,6766.66
1,35,CUSTOMER,CUSTOMER,6975.77,6975.77
1,36,CUSTOMER,CUSTOMER,5803.75,5803.75
1,37,CUSTOMER,CUSTOMER,6071.36,6071.36
1,38,CUSTOMER,CUSTOMER,6497.76,6497.76
