from_node_id,to_node_id,from_node_type,to_node_type,distance,time
0,0,DEPOT,DEPOT,0.0,0.0
0,1,DEPOT,CUSTOMER,1154.21,1154.21
0,2,DEPOT,CUSTOMER,1661.47,1661.47
0,3,DEPOT,CUSTOMER,1271.93,1271.93
0,4,DEPOT,CUSTOMER,973.88,973.88
0,5,DEPOT,CUSTOMER,1427.9,1427.9
0,6,DEPOT,CUSTOMER,1569.95,1569.95
0,7,DEPOT,CUSTOMER,2007.21,2007.21
0,8,DEPOT,CUSTOMER,2120.34,2120.34
0,9,DEPOT,CUSTOMER,2320.78,2320.78
0,10,DEPOT,CUSTOMER,1881.98,1881.98
0,11,DEPOT,CUSTOMER,2547.12,2547.12
0,12,DEPOT,CUSTOMER,2832.72,2832.72
0,13,DEPOT,CUSTOMER,2540.46,2540.46
0,14,DEPOT,CUSTOMER,3046.29,3046.29
0,15,DEPOT,CUSTOMER,2958.26,2958.26
0,16,DEPOT,CUSTOMER,2790.34,2790.34
0,17,DEPOT,CUSTOMER,3342.65,3342.65
0,18,DEPOT,CUSTOMER,3107.59,3107.59
0,19,DEPOT,CUSTOMER,3548.01,3548.01
0,20,DEPOT,CUSTOMER,3244.28,3244.28
0,21,DEPOT,CUSTOMER,2046.36,2046.36
0,22,DEPOT,CUSTOMER,2527.81,2527.81
0,23,DEPOT,CUSTOMER,2456.69,2456.69
0,24,DEPOT,CUSTOMER,2525.37,2525.37
0,25,DEPOT,CUSTOMER,2904.26,2904.26
0,26,DEPOT,CUSTOMER,2881.23,2881.23
0,27,DEPOT,CUSTOMER,3185.71,3185.71
0,28,DEPOT,CUSTOMER,3211.23,3211.23
0,29,DEPOT,CUSTOMER,3485.64,3485.64
0,30,DEPOT,CUSTOMER,3637.4,3637.4
0,31,DEPOT,CUSTOMER,2807.58,2807.58
0,32,DEPOT,CUSTOMER,2902.67,2902.67
0,33,DEPOT,CUSTOMER,2617.04,2617.04
0,34,DEPOT,CUSTOMER,2847.91,2847.91
0,35,DEPOT,CUSTOMER,4779.98,4779.98
0,36,DEPOT,CUSTOMER,4300.78,4300.78
0,37,DEPOT,CUSTOMER,3784.96,3784.96
0,38,DEPOT,CUSTOMER,3483.48,3483.48
0,39,DEPOT,CUSTOMER,3652.1,3652.1
0,40,DEPOT,CUSTOMER,4204.19,4204.19
0,41,DEPOT,CUSTOMER,4338.59,4338.59
0,42,DEPOT,CUSTOMER,4059.41,4059.41
0,43,DEPOT,CUSTOMER,3489.66,3489.66
0,44,DEPOT,CUSTOMER,4737.68,4737.68
0,45,DEPOT,CUSTOMER,4329.51,4329.51
0,46,DEPOT,CUSTOMER,5450.05,5450.05
0,47,DEPOT,CUSTOMER,4468.52,4468.52
0,48,DEPOT,CUSTOMER,4067.33,4067.33
0,49,DEPOT,CUSTOMER,5177.42,5177.42
0,50,DEPOT,CUSTOMER,4606.42,4606.42
0,51,DEPOT,CUSTOMER,3177.69,3177.69
0,52,DEPOT,CUSTOMER,3420.17,3420.17
0,53,DEPOT,CUSTOMER,3884.65,3884.65
0,54,DEPOT,CUSTOMER,3581.48,3581.48
0,55,DEPOT,CUSTOMER,3918.84,3918.84
0,56,DEPOT,CUSTOMER,4312.69,4312.69
0,57,DEPOT,CUSTOMER,4352.59,4352.59
0,58,DEPOT,CUSTOMER,5275.03,5275.03
0,59,DEPOT,CUSTOMER,5043.91,5043.91
0,60,DEPOT,CUSTOMER,5283.47,5283.47
0,61,DEPOT,CUSTOMER,4862.07,4862.07
0,62,DEPOT,CUSTOMER,5353.67,5353.67
0,63,DEPOT,CUSTOMER,5220.53,5220.53
0,64,DEPOT,CUSTOMER,5361.7,5361.7
0,65,DEPOT,CUSTOMER,5874.62,5874.62
0,66,DEPOT,CUSTOMER,5843.34,5843.34
0,67,DEPOT,CUSTOMER,6104.0,6104.0
0,68,DEPOT,CUSTOMER,6216.5,6216.5
0,69,DEPOT,CUSTOMER,5566.01,5566.01
0,70,DEPOT,CUSTOMER,5826.57,5826.57
0,71,DEPOT,CUSTOMER,7666.0,7666.0
0,72,DEPOT,CUSTOMER,8136.21,8136.21
0,73,DEPOT,CUSTOMER,8430.58,8430.58
0,74,DEPOT,CUSTOMER,7113.4,7113.4
0,75,DEPOT,CUSTOMER,7671.18,7671.18
0,76,DEPOT,CUSTOMER,6529.48,6529.48
0,77,DEPOT,CUSTOMER,6726.7,6726.7
0,78,DEPOT,CUSTOMER,7006.8,7006.8
0,79,DEPOT,CUSTOMER,6202.3,6202.3
0,80,DEPOT,CUSTOMER,6276.66,6276.66
1,0,CUSTOMER,DEPOT,1154.21,1154.21
1,1,CUSTOMER,CUSTOMER,0.0,0.0
1,2,CUSTOMER,CUSTOMER,519.98,519.98
1,3,CUSTOMER,CUSTOMER,372.74,372.74
1,4,CUSTOMER,CUSTOMER,704.0,704.0
1,5,CUSTOMER,CUSTOMER,892.2,892.2
1,6,CUSTOMER,CUSTOMER,1000000000.0,1000000000.0
1,7,CUSTOMER,CUSTOMER,1122.54,1122.54
1,8,CUSTOMER,CUSTOMER,1094.44,1094.44
1,9,CUSTOMER,CUSTOMER,1460.02,1460.02
1,10,CUSTOMER,CUSTOMER,1000000000.0,1000000000.0
1,11,CUSTOMER,CUSTOMER,2706.36,2706.36
1,12,CUSTOMER,CUSTOMER,3058.06,3058.06
