id,latitude,longitude,start_time,end_time
1,500241,4792956,21600.0,54000.0
2,500731,4793130,21600.0,54000.0
3,500277,4793327,21600.0,54000.0
4,499817,4793518,21600.0,54000.0
5,500136,4793842,21600.0,54000.0
6,500408,4793723,21600.0,54000.0
7,500792,4793934,21600.0,54000.0
8,501039,4793705,21600.0,54000.0
9,500982,4794214,21600.0,54000.0
10,500394,4794227,21600.0,54000.0
11,499115,4795417,21600.0,54000.0
12,498881,4795695,21600.0,54000.0
13,498673,4795376,21600.0,54000.0
14,498739,4795896,21600.0,54000.0
15,498526,4795774,21600.0,54000.0
16,498130,4795490,21600.0,54000.0
17,498516,4796163,21600.0,54000.0
18,498272,4795868,21600.0,54000.0
19,498175,4796298,21600.0,54000.0
20,498015,4795931,21600.0,54000.0
21,497553,4794221,21600.0,54000.0
22,497425,4794772,21600.0,54000.0
23,497331,4794585,21600.0,54000.0
24,497038,4794342,21600.0,54000.0
25,497059,4794946,21600.0,54000.0
26,496882,4794721,21600.0,54000.0
27,496767,4795050,21600.0,54000.0
28,496478,4794738,21600.0,54000.0
29,496704,4795411,21600.0,54000.0
30,496106,4794950,21600.0,54000.0
31,496661,4791462,21600.0,54000.0
32,496209,4793224,21600.0,54000.0
33,496473,4792856,21600.0,54000.0
34,496257,4792579,21600.0,54000.0
35,494399,4793788,21600.0,54000.0
36,494831,4793468,21600.0,54000.0
37,495318,4793183,21600.0,54000.0
38,495617,4792600,21600.0,54000.0
39,495477,4792337,21600.0,54000.0
40,494886,4792830,21600.0,54000.0
41,501836,4796229,21600.0,54000.0
42,501098,4796398,21600.0,54000.0
43,500723,4795954,21600.0,54000.0
44,501359,4797029,21600.0,54000.0
45,500928,4796790,21600.0,54000.0
46,501164,4797910,21600.0,54000.0
47,500545,4797095,21600.0,54000.0
48,500068,4796818,21600.0,54000.0
49,500333,4797896,21600.0,54000.0
50,500013,4797383,21600.0,54000.0
51,501721,4791088,21600.0,54000.0
52,502201,4791449,21600.0,54000.0
53,502459,4790936,21600.0,54000.0
54,502667,4792691,21600.0,54000.0
55,502946,4792171,21600.0,54000.0
56,503197,4791554,21600.0,54000.0
57,503350,4791977,21600.0,54000.0
58,503929,4790770,21600.0,54000.0
59,503998,4791707,21600.0,54000.0
60,504151,4791353,21600.0,54000.0
61,500889,4788353,21600.0,54000.0
62,501014,4787874,21600.0,54000.0
63,500523,4787850,21600.0,54000.0
64,500293,4787645,21600.0,54000.0
65,500345,4787131,21600.0,54000.0
66,499153,4787027,21600.0,54000.0
67,499084,4786766,21600.0,54000.0
68,499415,4786662,21600.0,54000.0
69,497931,4787426,21600.0,54000.0
70,498167,4787117,21600.0,54000.0
71,506360,4790438,21600.0,54000.0
72,506490,4789488,21600.0,54000.0
73,506515,4788877,21600.0,54000.0
74,505611,4790028,21600.0,54000.0
75,505654,4788900,21600.0,54000.0
76,505089,4790292,21600.0,54000.0
77,505127,4789903,21600.0,54000.0
78,505034,4789160,21600.0,54000.0
79,504608,4790038,21600.0,54000.0
80,504431,4789573,21600.0,54000.0
